source_1,source_2,source_type_1,source_type_2,count_1,count_2,similarity
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820923-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19951123-1,newspaper_archive,newspaper_archive,4,2,0.3571
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820923-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/streats20030819-1,newspaper_archive,newspaper_archive,4,2,0.3207
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820923-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20101031-1,newspaper_archive,newspaper_archive,4,2,0.3508
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820923-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20160619-1,newspaper_archive,newspaper_archive,4,2,0.3128
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820923-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/biztimes19870320-1,newspaper_archive,newspaper_archive,4,1,0.3008
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820923-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/biztimes19870612-1,newspaper_archive,newspaper_archive,4,1,0.3000
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820923-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19750419-1,newspaper_archive,newspaper_archive,4,1,0.3481
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19851001-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19760410-1,newspaper_archive,newspaper_archive,4,2,0.3960
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19851001-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800815-1,newspaper_archive,newspaper_archive,4,2,0.4000
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19851001-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newpaper19951024-1,newspaper_archive,newspaper_archive,4,2,0.3701
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19851001-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/streats20030819-1,newspaper_archive,newspaper_archive,4,2,0.3353
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19851001-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20160619-1,newspaper_archive,newspaper_archive,4,2,0.3359
https://cn.govopendata.com/renminribao/1987/10/20/4/,https://cn.govopendata.com/renminribao/1987/11/5/3/,newspaper_archive,newspaper_archive,3,1,0.3101
https://creativetainan.culture.tainan.gov.tw/index.php?id=1398&index=2&lang=cht&option=event&task=dfile,https://i17fun.tw/fengshan-salty-rice-moss/,cultural_file,food_media_retrospective,3,1,0.3028
https://creativetainan.culture.tainan.gov.tw/index.php?id=1398&index=2&lang=cht&option=event&task=dfile,https://ikachalife.com/34729,cultural_file,food_blog_retrospective,3,1,0.3184
https://creativetainan.culture.tainan.gov.tw/index.php?id=1398&index=2&lang=cht&option=event&task=dfile,https://khh.travel/zh-tw/shop/gourmet/788/,cultural_file,municipal_tourism,3,1,0.3389
https://creativetainan.culture.tainan.gov.tw/index.php?id=1398&index=2&lang=cht&option=event&task=dfile,https://linyu.tw/thirdgeneration/,cultural_file,food_blog_retrospective,3,1,0.3012
https://creativetainan.culture.tainan.gov.tw/index.php?id=1398&index=2&lang=cht&option=event&task=dfile,https://rainieis.tw/2017-08-29-307/,cultural_file,food_blog_retrospective,3,1,0.3312
https://deep-china.tokyo/restaurant-info/6706/,https://h5.awsprod.99ranch.com/about-us,food_history_feature,official_company_profile,3,1,0.3009
https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19770529-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19751011-1,newspaper_archive,newspaper_archive,3,2,0.3059
https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19770529-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19760410-1,newspaper_archive,newspaper_archive,3,2,0.4158
https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19770529-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800815-1,newspaper_archive,newspaper_archive,3,2,0.4464
https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19770529-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/streats20030819-1,newspaper_archive,newspaper_archive,3,2,0.3362
https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19770529-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20101031-1,newspaper_archive,newspaper_archive,3,2,0.3087
https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19770529-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/biztimes19870320-1,newspaper_archive,newspaper_archive,3,1,0.3000
https://eresources.nlb.gov.sg/newspapers/digitised/issue/singmonitor19850415-2,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19780804-1,newspaper_archive,newspaper_archive,3,2,0.3077
https://eresources.nlb.gov.sg/newspapers/digitised/issue/singmonitor19850415-2,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19751011-1,newspaper_archive,newspaper_archive,3,2,0.3730
https://eresources.nlb.gov.sg/newspapers/digitised/issue/singmonitor19850415-2,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19951123-1,newspaper_archive,newspaper_archive,3,2,0.4046
https://eresources.nlb.gov.sg/newspapers/digitised/issue/singmonitor19850415-2,https://eresources.nlb.gov.sg/newspapers/digitised/issue/biztimes19851018-1,newspaper_archive,newspaper_archive,3,1,0.3212
https://eresources.nlb.gov.sg/newspapers/digitised/issue/singmonitor19850612-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19751011-1,newspaper_archive,newspaper_archive,3,2,0.3402
https://eresources.nlb.gov.sg/newspapers/digitised/issue/singmonitor19850612-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19951123-1,newspaper_archive,newspaper_archive,3,2,0.3237
https://eresources.nlb.gov.sg/newspapers/digitised/issue/singmonitor19850612-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/streats20030819-1,newspaper_archive,newspaper_archive,3,2,0.3231
https://eresources.nlb.gov.sg/newspapers/digitised/issue/singmonitor19850612-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860123-1,newspaper_archive,newspaper_archive,3,1,0.3059
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800726-1,newspaper_archive,newspaper_archive,3,3,0.6504
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19830730-1,newspaper_archive,newspaper_archive,3,3,0.4066
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19751011-1,newspaper_archive,newspaper_archive,3,2,0.3991
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19760410-1,newspaper_archive,newspaper_archive,3,2,0.4348
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800815-1,newspaper_archive,newspaper_archive,3,2,0.6174
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19951123-1,newspaper_archive,newspaper_archive,3,2,0.4958
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newpaper19951024-1,newspaper_archive,newspaper_archive,3,2,0.3419
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/streats20030819-1,newspaper_archive,newspaper_archive,3,2,0.3044
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/biztimes19851018-1,newspaper_archive,newspaper_archive,3,1,0.3476
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/biztimes19870320-1,newspaper_archive,newspaper_archive,3,1,0.3708
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/biztimes19870612-1,newspaper_archive,newspaper_archive,3,1,0.3022
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19750419-1,newspaper_archive,newspaper_archive,3,1,0.3306
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19870905-1,newspaper_archive,newspaper_archive,3,1,0.3468
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1,https://i17fun.tw/fengshan-salty-rice-moss/,newspaper_archive,food_media_retrospective,3,1,0.3241
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800720-1,https://news.pchome.com.tw/public/pronews/20260527/index-77989075490386353016.html,newspaper_archive,local_news_food_business,3,1,0.3568
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800726-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19751011-1,newspaper_archive,newspaper_archive,3,2,0.3921
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800726-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19760410-1,newspaper_archive,newspaper_archive,3,2,0.3848
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800726-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800815-1,newspaper_archive,newspaper_archive,3,2,0.6385
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800726-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19951123-1,newspaper_archive,newspaper_archive,3,2,0.3876
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800726-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newpaper19951024-1,newspaper_archive,newspaper_archive,3,2,0.3950
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800726-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20101031-1,newspaper_archive,newspaper_archive,3,2,0.3613
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800726-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20160619-1,newspaper_archive,newspaper_archive,3,2,0.3747
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800726-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/biztimes19851018-1,newspaper_archive,newspaper_archive,3,1,0.3141
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800726-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newpaper19990421-1,newspaper_archive,newspaper_archive,3,1,0.3013
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800726-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19861207-1,newspaper_archive,newspaper_archive,3,1,0.3282
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800726-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19870814-1,newspaper_archive,newspaper_archive,3,1,0.3247
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800726-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19870905-1,newspaper_archive,newspaper_archive,3,1,0.3041
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800726-1,https://news.pchome.com.tw/public/pronews/20260527/index-77989075490386353016.html,newspaper_archive,local_news_food_business,3,1,0.3383
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800726-1,https://paper.people.com.cn/rmrbhwb/page/2019-05/17/11/rmrbhwb2019051711.pdf,newspaper_archive,newspaper_archive,3,1,0.3081
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820321-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820419-1,newspaper_archive,newspaper_archive,3,3,0.3552
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820321-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19751011-1,newspaper_archive,newspaper_archive,3,2,0.3284
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820321-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19951123-1,newspaper_archive,newspaper_archive,3,2,0.4510
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820321-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/streats20030819-1,newspaper_archive,newspaper_archive,3,2,0.3045
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820321-1,https://journey.tw/chous/,newspaper_archive,travel_food_retrospective,3,1,0.3219
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820321-1,https://m.zhms.cn/jmzs/39475/,newspaper_archive,franchise_portal,3,1,0.3132
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820321-1,https://newsdig.tbs.co.jp/articles/cbc/409918?display=1,newspaper_archive,media_obituary,3,1,0.3123
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820419-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820428-1,newspaper_archive,newspaper_archive,3,3,0.3178
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820419-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19780804-1,newspaper_archive,newspaper_archive,3,2,0.3285
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820419-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19751011-1,newspaper_archive,newspaper_archive,3,2,0.3747
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820419-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820424-1,newspaper_archive,newspaper_archive,3,2,0.4477
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820419-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19951123-1,newspaper_archive,newspaper_archive,3,2,0.4704
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820419-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newpaper19990421-1,newspaper_archive,newspaper_archive,3,1,0.3005
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820428-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19751011-1,newspaper_archive,newspaper_archive,3,2,0.3803
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820428-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820424-1,newspaper_archive,newspaper_archive,3,2,0.4497
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820428-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19951123-1,newspaper_archive,newspaper_archive,3,2,0.4529
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19830730-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19751011-1,newspaper_archive,newspaper_archive,3,2,0.3845
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19830730-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19760410-1,newspaper_archive,newspaper_archive,3,2,0.3583
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19830730-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19800815-1,newspaper_archive,newspaper_archive,3,2,0.3819
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19830730-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19951123-1,newspaper_archive,newspaper_archive,3,2,0.3769
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19830730-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newpaper19951024-1,newspaper_archive,newspaper_archive,3,2,0.3450
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19830730-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/streats20030819-1,newspaper_archive,newspaper_archive,3,2,0.3186
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19830730-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20101031-1,newspaper_archive,newspaper_archive,3,2,0.3366
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19830730-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19861207-1,newspaper_archive,newspaper_archive,3,1,0.3496
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19830730-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19870814-1,newspaper_archive,newspaper_archive,3,1,0.3662
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19830730-1,https://forbesjapan.com/articles/detail/46596/page2,newspaper_archive,food_media_secondary,3,1,0.3221
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860926-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19780804-1,newspaper_archive,newspaper_archive,3,2,0.3737
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860926-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19760410-1,newspaper_archive,newspaper_archive,3,2,0.3058
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860926-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19951123-1,newspaper_archive,newspaper_archive,3,2,0.3468
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860926-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes20101031-1,newspaper_archive,newspaper_archive,3,2,0.3244
https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860926-1,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19721024-1,newspaper_archive,newspaper_archive,3,1,0.3219
https://news.tvbs.com.tw/world/327709,https://www.jiemian.com/article/13682740.html,news_report,food_industry_media,3,2,0.3489
https://news.tvbs.com.tw/world/327709,https://eresources.nlb.gov.sg/newspapers/digitised/issue/streats20030819-1,news_report,newspaper_archive,3,2,0.3484
https://news.tvbs.com.tw/world/327709,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19740505-1,news_report,newspaper_archive,3,1,0.3038
https://news.tvbs.com.tw/world/327709,https://ihappyday.tw/blog/post/old-mother-noodle,news_report,food_media_retrospective,3,1,0.3369
https://news.tvbs.com.tw/world/327709,https://m.ccas.com.cn/site/content/95431.html,news_report,industry_association_report,3,1,0.3245
https://pitchhub.36kr.com/project/2317968512764420,https://ihappyday.tw/blog/post/old-mother-noodle,company_intelligence,food_media_retrospective,3,1,0.3065
https://tastecooking.com/new-york-citys-taiwanese-food-boom-its-about-damn-time/,https://en.wikipedia.org/wiki/Taiwanese_cuisine,food_culture_article,encyclopedic_secondary,3,1,0.3288
https://tastecooking.com/new-york-citys-taiwanese-food-boom-its-about-damn-time/,https://forbesjapan.com/articles/detail/46596/page2,food_culture_article,food_media_secondary,3,1,0.3194
https://www.85cafe.com/file/original/yearreport/2010annual%20report.pdf,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19951123-1,official_company_report,newspaper_archive,3,2,0.3146
https://www.85cafe.com/file/original/yearreport/2010annual%20report.pdf,https://m.tech.china.com/hea/hea/20250219/202502191638717.html,official_company_report,media_report,3,2,0.3373
https://www.85cafe.com/file/original/yearreport/2010annual%20report.pdf,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19870129-1,official_company_report,newspaper_archive,3,1,0.3020
https://www.85cafe.com/file/original/yearreport/2010annual%20report.pdf,https://foodintainan.com.tw/uprichdishes/,official_company_report,local_food_media,3,1,0.3385
https://www.85cafe.com/file/original/yearreport/2010annual%20report.pdf,https://forbesjapan.com/articles/detail/46596/page2,official_company_report,food_media_secondary,3,1,0.3178
https://www.85cafe.com/file/original/yearreport/2010annual%20report.pdf,https://linyu.tw/thirdgeneration/,official_company_report,food_blog_retrospective,3,1,0.3042
https://www.85cafe.com/file/original/yearreport/2010annual%20report.pdf,https://m.zhms.cn/jmzs/39475/,official_company_report,franchise_portal,3,1,0.3027
https://www.85cafe.com/file/original/yearreport/2010annual%20report.pdf,https://paper.people.com.cn/rmrbhwb/page/2019-05/17/11/rmrbhwb2019051711.pdf,official_company_report,newspaper_archive,3,1,0.3198
https://www.85cafe.com/file/original/yearreport/2010annual%20report.pdf,https://paper.udn.com/udnpaper/PIA0028/355829/web,official_company_report,media_report,3,1,0.3046
https://www.85cafe.com/file/original/yearreport/2010annual%20report.pdf,https://pbear.tw/%E6%B0%B8%E9%80%9A%E8%99%B1%E7%9B%AE%E9%AD%9A%E7%B2%A5/,official_company_report,food_blog_retrospective,3,1,0.3342
https://www.chinabiz.org.tw/company/show?cat_id=560&id=344&pid=47,https://m.tech.china.com/hea/hea/20250219/202502191638717.html,Taiwan_business_directory,media_report,3,2,0.3922
https://www.chinabiz.org.tw/company/show?cat_id=560&id=344&pid=47,https://m.ccas.com.cn/site/content/95431.html,Taiwan_business_directory,industry_association_report,3,1,0.3626
https://www.chinadaily.com.cn/dfpd/expo2010/2010-06/07/content_9943283.htm,https://m.tech.china.com/hea/hea/20250219/202502191638717.html,news_report,media_report,3,2,0.3628
https://www.chinadaily.com.cn/dfpd/expo2010/2010-06/07/content_9943283.htm,https://www.chinatimes.com/amp/newspapers/20100430000926-260301,news_report,newspaper_report,3,2,0.3521
https://www.chinadaily.com.cn/dfpd/expo2010/2010-06/07/content_9943283.htm,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19861207-1,news_report,newspaper_archive,3,1,0.3146
https://www.chinadaily.com.cn/dfpd/expo2010/2010-06/07/content_9943283.htm,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19870814-1,news_report,newspaper_archive,3,1,0.3109
https://www.chinadaily.com.cn/dfpd/expo2010/2010-06/07/content_9943283.htm,https://m.ccas.com.cn/site/content/95431.html,news_report,industry_association_report,3,1,0.3093
https://www.chinyeh-fandan.com.tw/pages/about,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19780804-1,official_brand_history,newspaper_archive,3,2,0.3128
https://www.chinyeh-fandan.com.tw/pages/about,https://eresources.nlb.gov.sg/newspapers/digitised/issue/streats20030819-1,official_brand_history,newspaper_archive,3,2,0.3086
https://www.chinyeh-fandan.com.tw/pages/about,https://h5.awsprod.99ranch.com/about-us,official_brand_history,official_company_profile,3,1,0.3086
https://www.chinyeh-fandan.com.tw/pages/about,https://i17fun.tw/fengshan-salty-rice-moss/,official_brand_history,food_media_retrospective,3,1,0.3482
https://www.chinyeh-fandan.com.tw/pages/about,https://inmap.tw/archives/69040,official_brand_history,food_media_retrospective,3,1,0.3425
https://www.chinyeh-fandan.com.tw/pages/about,https://khh.travel/zh-tw/shop/gourmet/788/,official_brand_history,municipal_tourism,3,1,0.3004
https://www.chinyeh-fandan.com.tw/pages/about,https://m.zhms.cn/jmzs/39475/,official_brand_history,franchise_portal,3,1,0.3211
https://www.zzshangye.com/detail/12381.html,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19861207-1,local_business_media,newspaper_archive,3,1,0.3074
https://www.zzshangye.com/detail/12381.html,https://foodintainan.com.tw/uprichdishes/,local_business_media,local_food_media,3,1,0.3115
https://www.twtainan.net/zh-tw/shop/consume/2059/,https://www.twtainan.net/zh-tw/shop/consume/6504/,official_tourism_profile,municipal_profile,3,2,0.4346
https://www.twtainan.net/zh-tw/shop/consume/2059/,https://linyu.tw/thirdgeneration/,official_tourism_profile,food_blog_retrospective,3,1,0.3095
https://www.twtainan.net/zh-tw/shop/consume/2059/,https://pbear.tw/%E6%B0%B8%E9%80%9A%E8%99%B1%E7%9B%AE%E9%AD%9A%E7%B2%A5/,official_tourism_profile,food_blog_retrospective,3,1,0.3326
https://archive.ncafroc.org.tw/upload/result/21083-A1001/%E7%8E%8B%E5%BA%AD%E7%8F%8A%E3%80%8C%E5%86%8D%E7%8F%BE%E6%88%B0%E5%BE%8C%E9%9B%99%E9%80%A3%E5%9C%A8%E5%9C%B0%E8%A8%98%E6%86%B6%E5%8F%A3%E8%BF%B0%E6%AD%B7%E5%8F%B2%E8%AA%BF%E6%9F%A5%E8%A8%88%E7%95%AB%E3%80%8D%E8%87%AA%E9%81%B8%E9%83%A8%E5%88%86%E7%AB%A0%E7%AF%80_1655188846159.pdf,https://enlifesun.com/2021-04-23-1955/,oral_history_project,food_blog_retrospective,2,1,0.3041
https://archive.ncafroc.org.tw/upload/result/21083-A1001/%E7%8E%8B%E5%BA%AD%E7%8F%8A%E3%80%8C%E5%86%8D%E7%8F%BE%E6%88%B0%E5%BE%8C%E9%9B%99%E9%80%A3%E5%9C%A8%E5%9C%B0%E8%A8%98%E6%86%B6%E5%8F%A3%E8%BF%B0%E6%AD%B7%E5%8F%B2%E8%AA%BF%E6%9F%A5%E8%A8%88%E7%95%AB%E3%80%8D%E8%87%AA%E9%81%B8%E9%83%A8%E5%88%86%E7%AB%A0%E7%AF%80_1655188846159.pdf,https://inmap.tw/archives/69040,oral_history_project,food_media_retrospective,2,1,0.3042
https://archive.ncafroc.org.tw/upload/result/21083-A1001/%E7%8E%8B%E5%BA%AD%E7%8F%8A%E3%80%8C%E5%86%8D%E7%8F%BE%E6%88%B0%E5%BE%8C%E9%9B%99%E9%80%A3%E5%9C%A8%E5%9C%B0%E8%A8%98%E6%86%B6%E5%8F%A3%E8%BF%B0%E6%AD%B7%E5%8F%B2%E8%AA%BF%E6%9F%A5%E8%A8%88%E7%95%AB%E3%80%8D%E8%87%AA%E9%81%B8%E9%83%A8%E5%88%86%E7%AB%A0%E7%AF%80_1655188846159.pdf,https://journey.tw/chous/,oral_history_project,travel_food_retrospective,2,1,0.3144
https://archive.ncafroc.org.tw/upload/result/21083-A1001/%E7%8E%8B%E5%BA%AD%E7%8F%8A%E3%80%8C%E5%86%8D%E7%8F%BE%E6%88%B0%E5%BE%8C%E9%9B%99%E9%80%A3%E5%9C%A8%E5%9C%B0%E8%A8%98%E6%86%B6%E5%8F%A3%E8%BF%B0%E6%AD%B7%E5%8F%B2%E8%AA%BF%E6%9F%A5%E8%A8%88%E7%95%AB%E3%80%8D%E8%87%AA%E9%81%B8%E9%83%A8%E5%88%86%E7%AB%A0%E7%AF%80_1655188846159.pdf,https://khh.travel/zh-tw/shop/gourmet/788/,oral_history_project,municipal_tourism,2,1,0.3080
